file_name,new_mask_path,predicted_spike_count
A2_MHV_AxA_0047_Ceta_2446_1812.png,/home/ascott10/documents/projects/capstone_viruses/segmented_images/sam_segment_ver3/A2_MHV_AxA_0047_Ceta_2446_1812_seg_ver3.png,1
MHVWT_A70020_175_2143.png,/home/ascott10/documents/projects/capstone_viruses/segmented_images/sam_segment_ver3/MHVWT_A70020_175_2143_seg_ver3.png,0
